username,date,tweet,existence,existence.confidence
mjgault,27/03/2023 11:49,RT @DiveSpot: News: Expert: Increasingly Acidic Oceans Reveal Further Impacts Of Climate Change; 'It Is Incontrove... http://bit.ly/9D4LMZ,Y,0.6689
mer__edith,27/03/2023 11:33,@Heritage  Climate Change Scientific Consensus Cloudy as Ever  http://twurl.nl/jiv3qv,N,0.6842
vydamo_,27/03/2023 11:24,RT @DiveSpot: News: Expert: Increasingly Acidic Oceans Reveal Further Impacts Of Climate Change; 'It Is Incontrove... http://bit.ly/dBjNiU,Y,1
beccalew,27/03/2023 11:13,Electrical magnetic interference with toyota prius- also the reason for  cell issues. All because of global warming and thinning atmosphere.,Y,1
BarExamTutor,27/03/2023 11:13,House committee seeks to keep global warming laws out of Utah: By Richard Piatt SALT LAKE CITY -- Utah lawmakers w... http://bit.ly/dx4qDV,NA,0.5896
mezaoptimizer,27/03/2023 11:03,What Did You Think of The Movie The Great Global Warming Swindle? http://bit.ly/9Mx7MR global warming swindle ;),NA,0.6932
MattGambell,27/03/2023 11:01,":O What Did You Think of The Movie \""The Great Global Warming Swindle\""? global warming",NA,0.6652
AlexHamiltonRad,27/03/2023 10:58,@Revkin Feds rule pika listing NOT WARRANTED despite climate change threats. Have Earthjustice Atty on case ready to talk 2U if you want.,N,0.5243
allapolanco,27/03/2023 10:16,How Climate-Change Fanatics Corrupted Science -- Michael Barone -- GOPUSA http://shar.es/aNfE3 via @sharethis,N,1
DrJimFan,27/03/2023 10:03,RT @democracy_now: Amy Goodmand and Dem Now is heading to Bolivia for the  World People's Conference on Climate Change. Tune in Next Week.  #WPCCC #Cochabamba,NA,0.6664
gfodor,27/03/2023 09:24,;O global warming Saving endangered species: it\'s the economy,Y,0.6598
charlesmiller_7,27/03/2023 09:01,Global Warming? It's All About Land Use http://bit.ly/c8unbr How cities in the American West can fight global warming,Y,1
svpino,27/03/2023 07:29,"Global warming helping trees grow faster: 4 Feb 2010, 2132 hrs IST, PTI WASHINGTON: Global warming is helping tree... http://bit.ly/9eYJQK",Y,1
b_champion,27/03/2023 07:13,"Correlative and mechanistic models of species distribution provide congruent forecasts under climate change (PDF, ... http://bit.ly/97Brsy",Y,0.6466
advadnoun,27/03/2023 07:02,Drug discovery technique could help in the battle against global warming http://bit.ly/dp9R2x,Y,1
faris,27/03/2023 06:59,RT @afashionfan Unexpected turn of events ... in climate change science over past 3 months puts pressure on IPCC http://bit.ly/ai4kLD #tcot,NA,0.6277
mattturck,27/03/2023 06:05,Global warming research grant in danger of fund freeze: By Stephen Dinan A top member of Congress wants President ... http://bit.ly/aAY4xX,Y,0.6716
jconorgrogan,27/03/2023 05:47,RT @ThePhoenixSun RT @ejgertz: Florida Gov Agencies on Global Warming: Red Alert! http://bit.ly/chyz25 #climate #FL #eco,Y,0.7038
mckaywrigley,27/03/2023 05:45,PM talks climate change with four European leaders: http://ping.fm/HFleM,NA,0.683
0xgaut,27/03/2023 05:45,Check this out - the cost of climate change: http://www.nrdcactionfund.org/thisisourmoment/?p=1281&c=349598&s=762984&l=81599,Y,1
OkButStill,27/03/2023 05:34,RT @thedailybeast: GOP pollster Frank Luntz who counseled Bush not to buy into the science on global warming is changing his view.,Y,0.7147
Ishansharma7390,27/03/2023 05:30,"Water Vapor Slowed Global Warming Over Past Decade: Over the last 10 years, global temperatures rose about 25 pe... http://bit.ly/b5dfKU",Y,0.8086
JoeKempsey,27/03/2023 05:25,@Heritage  Government's Out-of-Step Agitprop on Global Warming  http://twurl.nl/zmyzmk,NA,0.6444
sama,27/03/2023 05:19,@AFPHQ Americans For Prosperity Praises Key Democrats for Joining Effort to stop EPA Global Warming Power Grab  http://twurl.nl/dbtyr4,Y,0.7111
sama,27/03/2023 05:18,"Climategate melts away: Global warming expert exonerated | Midwest ...: By Yael T. Abouhalkah, Kansas City Star Ed... http://bit.ly/d9FJIM",NA,1
_jasonwei,27/03/2023 05:06,"""The global warming movement as we have known it is dead,""writes Walter Russell Mead of the Council on Foreign Relations in The American Int",N,0.6458
elchefe,27/03/2023 04:56,http://bit.ly/9m2Qfp global warming solutions   One of the proposed solutions to global warming is to grow a large number of trees. This...,Y,1
exolorian,27/03/2023 04:52,"Drug discovery technique could help in the battle against global warming: Washington, Feb 4 (ANI): Scientists in T... http://bit.ly/d1PTS1",Y,1
CryptoGodJohn,27/03/2023 04:33,RT @dailygalaxy: NASA Extends Cassini's Fly-bys of Saturn to Focus on Seasons & Climate Change http://su.pr/1I9V1D,Y,0.632
bigansh,27/03/2023 04:32,global warming for kids http://bit.ly/a8WW1I  what is global warming for kids?,NA,0.6915
jamirokev,27/03/2023 04:17,India to have own panel on climate change: Jairam Ramesh: http://ping.fm/q9FjK,Y,0.6609
PirateOrg,27/03/2023 04:08,"RT @CatholicClimate: ""The poor will experience most directly the harmful effects of climate change."" -Catholic Bishops http://lnk.ms/4L7st",Y,1
lxbrun,27/03/2023 03:55,"http://bit.ly/9dLlbh Bear Market News: Twenty Years from Now, Will You Still Lie to  global warming for kids :O",N,0.6761
joeyazlover,27/03/2023 03:28,MMR doctor Andrew Wakefield fixed data on autism - Times Online: http://bit.ly/fFPGY Sounds just like the Global Warming HOAX,N,1
robertskmiles,27/03/2023 03:21,global warming facts What are some really scary facts about global warming? http://bit.ly/dhsE0P .,Y,0.6942
PinchofPeppers,27/03/2023 02:48,What are some really scary facts about global warming? :O scary facts,NA,0.6457
PinchofPeppers,27/03/2023 02:28,Climate Change Watch India: Violation of Pollution and Environment ... http://bit.ly/ahG2tK,Y,1
migueldeicaza,27/03/2023 02:15,The Atheist Experience: Global Warming Denial and God Belief: I've often wondered why the religious nuts are most ... http://bit.ly/aSs15j,Y,0.7133
bigbeandotgov,27/03/2023 02:14,@johnfoster Just saw that South Park last night on global warming..  http://yfrog.com/1dcqyvj,NA,1
dancow,27/03/2023 02:14,"Lord Smith warns climate change argument has been undermined by 'climategate': Lord Smith of Finsbury, the Chair... http://bit.ly/d0fvCI",Y,0.6599
MakadiaHarsh,27/03/2023 01:28,"The Mexico Climate Change Summit To Come, MUST NOT BE A Duplicate Of That Experience Once Again.",Y,0.457
johannes_kinder,27/03/2023 01:21,The green debate goes tribal | Giles Wilkes - Climate change believers and sceptics are two sides of the same coin ... http://ow.ly/16uMEq,NA,1
animeclubcutie,27/03/2023 01:07,Lord Smith warns climate change argument has been undermined by 'climategate' http://bit.ly/bKnzgh,Y,0.6397
KakwenzaRukira,27/03/2023 01:03,Jerry Brown's global warming revenge?: Backers of a proposed ballot initiative to suspend California's landmark gl... http://bit.ly/a5QLF0,Y,1
gam_nash,27/03/2023 00:51,Jerry Brown's global warming revenge?: Backers of a proposed ballot initiative to suspend California's landmark gl... http://bit.ly/a5QLF0,NA,0.6827
ihena_says,27/03/2023 00:27,"Obama Battles to Keep Global Warming, Biofuels Initiatives on Track: DailyTech Amid a partisan atmosphere US Presi... http://bit.ly/ccEBKI",Y,0.4934
CatOuellette,27/03/2023 00:20,energy absorption  Innovation has climate change in hand | COSMOS magazine,NA,0.6506
ESYudkowsky,27/03/2023 00:04,Innovation has climate change in hand depletion of resources  !,Y,0.4928
zizzyballord,26/03/2023 23:52,UN climate head under pressure to quit (source: The Australian): THE head of the UN's climate change body is under... http://bit.ly/cxtnWi,NA,1
EuanYours,26/03/2023 23:46,Global Warming: Rajendra Pachauri Orders Asbestos For Fires http://ff.im/-fmWoc,NA,0.7005
EyeofCyber,26/03/2023 23:41,"Walter E. Williams : Global Warming Update - Townhall.com: John Coleman, founder of the Weather Channel, in an hou... http://bit.ly/b5zKox",Y,0.4816
CreativeDeduct,26/03/2023 23:26,"@thenation: Murdoch's Fox News claim ""there's no global warming"" yet they still lust over their new solar installation. http://bit.ly/coOZXQ",NA,0.6491
transV1ultrakil,26/03/2023 23:12,"You Know, if it brings us a reliable North West Passage, I'm all in favor of Global Warming ;)",NA,0.6713
kevinmac_27,26/03/2023 23:12,"Earth's polar ice sheets vulnerable to even moderate global warming; New Orleans, much of southern F... http://cli.gs/yEg8T",Y,0.6824
tn_daki,26/03/2023 23:03,RT @ElectaR2010 Towhhall column Michael Barone: How Climate-Change Fanatics Corrupted Science http://bit.ly/9ykQBr #tcot,N,1
Ralphbert_,26/03/2023 22:55,India asks G77 to stay united over climate change talks: http://ping.fm/hZsmh,NA,0.6528
XEXEEZY,26/03/2023 22:27,@Slyty17 Obama is the new Hitler. Your campus is a disappointment. You'll graduate believing in global warming & unemployed! Get a clue!,N,1
statsepi,26/03/2023 22:18,GayandRight: Global warming kills livestock in Mongolia....: Aid groups have described piles of dead animals and w... http://bit.ly/ddMOY0,Y,1
eevee,26/03/2023 22:17,RT @GIS_Forester: Reading an interesting article: Ecologists Link Accelerated Tree Growth to Climate Change http://tr.im/MKL6 #forestry,Y,1
runetaku,26/03/2023 21:50,"The Forest Connection: As international climate change discussions continue, CI's leaders and partners explain a... http://bit.ly/axqB3C",NA,0.7141
alyssamvance,26/03/2023 21:44,The Death of Global Warming? http://bit.ly/acp2zf via @AddToAny,NA,1
leahmcelrath,26/03/2023 21:42,talking to @arthuRyanB about the crappy world we live in. Hahaha. I think it's just because of global warming though :|,Y,1
fuwaffy,26/03/2023 21:28,"Global Warming Dent's El Ni'o's Protective Shield From Atlantic Hurricanes, Increase Droughts http://cli.gs/LEnPp",Y,1
fuwaffy,26/03/2023 21:19,"Murdoch's Fox News claim ""there's no global warming"" yet they still lust over their new solar installation.http://bit.ly/coOZXQ",Y,1
NightblueArt,26/03/2023 21:06,Ca now wants to reg. Cow farts. Can we reg. Vegan farts all in the name of global warming? An organic diet is a gassy diet.,Y,0.6536
JeffLadish,26/03/2023 21:04,@joshtyler pot causes global warming? who ever said that must be high,N,0.6866
eninabox,26/03/2023 20:50,RT @tommytrc Invasive Species and Climate Change   http://bit.ly/4oeoGA @InvasiveNotes,Y,0.6568
DewEnjoyer,26/03/2023 20:49,RT @ThinkProgress: Sarah Palin calls global warming studies 'snake oil science.' http://bit.ly/cvSN9B #p2 #du1 #dnj,NA,0.6894
JYoungbluth,26/03/2023 20:47,"http://bit.ly/9depEb - ""Well so much for this whole 'global warming' thing.""  Idiots. Great article. DeMint, you're a tool.",N,0.6032
mannishwaata,26/03/2023 20:30,What was that about global warming? It's still snowing!,N,0.6404
elranno,26/03/2023 20:18,Damn supposedly global warming is intensifying this winter weather....Chicago having earthquakes somethings going on...,Y,1
catdioo,26/03/2023 20:11,"MADE UP NUMBERS, FALSE DATA, EAST COAST BURIED IN SNOW, REASON TO KEEP PUSHING GLOBAL WARMING IS ONLY TO HAVE CONTROL OF OUR MONEY",N,1
kylegawley,26/03/2023 20:08,MSNBC Reporter Insists Record Snow Out East Is Due to Global Warming and Easter eggs come from the Easter Bunny.,N,0.7082
tortietoon,26/03/2023 20:02,All this snow. More global warming evidence?,N,0.5079
nutlope,26/03/2023 19:53,A picture of a rebellious member of the global warming religion :) http://tweetphoto.com/10986449,N,0.6504
hoshiumisexy,26/03/2023 19:38,"RT @BorowitzReport: FUN GAME: Next time someone says ""So much for global warming,"" push them into a snowdrift and run away.",Y,1
jacadamiajack,26/03/2023 19:36,"FUN GAME: Next time someone says ""So much for global warming,"" push them into a snowdrift and run away.",Y,1
g0uz1n,26/03/2023 19:32,""",,Climate change, is or is not, fifty, fifty,why not, scientists agree,do they or do they not,its only fifty, fifty, why not.......""",NA,1
arealglitterbae,26/03/2023 19:04,How to Fix the IPCC: Replace it With Wikipedia?: Issuing 3000-page edicts about climate change isn't exactly the b... http://bit.ly/aIazA0,NA,1
ikoichi,26/03/2023 18:48,"Pro-tip - If you think snow or cold or rain negates global warming, don't post it, you only show how little you know about the topic.",Y,1
yoavgo,26/03/2023 18:46,D.C. Snowstorm: How Global Warming Makes Blizzards Worse: http://digg.com/d31IMto?t NYC is feeling the same pain.,Y,1
dcuthbert,26/03/2023 18:43,So cold weather actually CONFIRMS global warming? http://bit.ly/aQQKf3,Y,0.7092
JonLamArt,26/03/2023 18:42,"http://www.marchreport.com/20100210.html#2010-02-10-A006 15 Months Ago, RFK Jr., Said Global Warming Would Mean No More Snow In D.C.",N,1
callicoversy,26/03/2023 18:33,"If high temperatures are proof of global warming and low temperatures are proof of global warming, then what is NOT proof of global warming?",N,0.6866
Stealth40k,26/03/2023 18:28,Amy Goodmand and Dem Now is heading to Bolivia for the  World People's Conference on Climate Change. Tune in Next Week.  #WPCCC #Cochabamba,Y,0.6499
QualyThe,26/03/2023 18:24,"RE: *It isn't that the blizzard proves global warming is false, but it certainly is an argument against.*  Actually, i' http://disq.us/blf2a",Y,1
mattyglesias,26/03/2023 18:24,We got about 14 inches of snow thus far in Panther Valley (30 min from Poconos)..much more to come yet..as for global warming ---&gt; Hum Bug !,N,1
bekaloo,26/03/2023 18:14,"Climate change is something that is not man made, and is a natural change in the globe, things change , just the way it is, has always been",N,0.6899
MariusSm1th,26/03/2023 17:38,"Liked ""MSNBC's Contessa Brewer Claims Heavy Snowfall Proves Global Warming"" http://ff.im/-fJg1w",Y,0.6684
ChanceForClout,26/03/2023 17:34,"""maybe they should switch the olympics to DC instead since it seems vancouver is putting on a one-man show of global warming""--Olive",NA,0.6381
WackSauze,26/03/2023 17:19,so its almost march and its snowin like this...global warming,N,0.6368
primalpoly,26/03/2023 17:15,How's that man-made global warming working out for ya?,N,0.6439
JPMorinChase,26/03/2023 17:08,Plus the ocean lol RT @LAC83 it would be a very long journey from Australia by skiis. And a huge climate change. But SOO worth it :-),NA,0.6558
Russell_CNX,26/03/2023 17:05,"RT @sciam: Romanticism undone: Invasive species, global warming taking toll on plants at Thoreau's Walden Pond http://bit.ly/c9zR1Y",Y,1
jachaseyoung,26/03/2023 17:03,"Romanticism undone: Invasive species, global warming taking toll on plants at Thoreau's Walden Pond http://bit.ly/c9zR1Y",Y,0.6449
DeanBaker13,26/03/2023 16:52,RT @TwilightEarth 2010 East Coast Snowfall Blamed on Global Warming? http://ow.ly/162Fy,NA,0.6265
uTobian,26/03/2023 16:39,How to Reform the Intergovernmental Panel on Climate Change http://bit.ly/ctvuIh,Y,0.7473
Russell_CNX,26/03/2023 16:33,Snowstorm: East Coast Blizzard Tied to Climate Change http://bit.ly/aMGM77,Y,1
AeonAnimus,26/03/2023 16:15,Top Science Journal Calls for Climate Science Reform|A steady drip of errors in the top report on global warming .. http://oohja.com/x6L4Q,N,0.6571
1ChrisFletcher,26/03/2023 16:11,watchen Shep Smith- no car chases today- climate change!,NA,0.7236
CheezBurgrLuvr,26/03/2023 16:10,"RT @humanadverb: Why does a blizzard in DC kill climate change legislation, but near-catastrophic drought in Atlanta doesn't get it passed?",Y,0.6648
hardasamother,26/03/2023 16:07,RT @Milieunet: D.C. Snowstorm: How Global Warming Makes Blizzards Worse - Yahoo! News http://goo.gl/z8ka,Y,1
intro95s,26/03/2023 16:05,"Video: MS-NBC's Brewer claims heavy snowfall proves global warming: Give credit to MS-NBC's meteorologist, who doe... http://bit.ly/bT3uWd",Y,0.6647
thinktswift,26/03/2023 16:02,@newsbusters That's not what I said.  I said that snowstorms don't refute global warming.,Y,1
ElViejoPapa_,26/03/2023 16:00,"I wish it wouldve been called ""global climate change"" from the start! RT @MotherJones Snowpocalypse: Take That Al Gore! http://bit.ly/9LOMhn",Y,1
uberboyo,26/03/2023 15:43,"OH: ""If we're going to solve this global warming dilemma, i think we need to chop down more trees..."" -- @hokiebill",N,0.6486
fchollet,26/03/2023 15:19,to all and especially newt gingrich: just because it's snowing doesn't mean climate change is false. http://bit.ly/9Bh8h1,Y,0.6768
DWumz,26/03/2023 15:16,"claiming that snow disproves global warming is like #$%^ing your GF w/ a 12"" strap-on & claiming you have a big dick #GOPfail #p2",Y,1
